,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change,returnsMultiple
108,EPD,81,25.09,23.14,22.81,20.42,27.32,Industrial Services,Oil & Gas Pipelines,0.63,1.19
274,SRE,81,154.29,137.13,135.39,119.56,173.28,Utilities,Electric Utilities,1.41,1.2
10,AIR,81,46.07,39.77,38.48,30.9,52.0,Electronic Technology,Aerospace & Defense,0.16,1.2
324,WTFC,81,94.85,91.84,87.15,65.66,105.56,Finance,Regional Banks,3.61,1.19
43,BRK-B,81,334.71,306.31,300.23,267.75,362.1,Finance,Multi-Line Insurance,0.09,1.2
83,CTVA,81,55.04,48.71,47.31,40.6,61.88,Process Industries,Chemicals: Agricultural,0.29,1.2
135,GPOR,81,77.75,76.91,74.56,58.71,94.57,Energy Minerals,Oil & Gas Production,2.76,1.19
89,CWEN,81,34.61,34.12,32.8,24.93,39.75,Utilities,Alternative Power Generation,2.7,1.2
213,NEM,81,74.33,62.71,61.59,52.6,86.37,Non-Energy Minerals,Precious Metals,-0.33,1.2
90,CWEN-A,81,31.73,31.5,30.43,23.21,36.56,Utilities,Alternative Power Generation,3.0,1.19
216,NI,81,30.21,27.2,26.56,23.65,32.59,Utilities,Gas Distributors,1.04,1.19
125,FOE,81,21.74,21.44,21.27,16.63,22.1,Process Industries,Industrial Specialties,0.83,1.19
281,SWX,81,74.82,69.85,69.63,62.54,90.7,Utilities,Gas Distributors,1.41,1.19
34,BANF,81,80.1,71.29,67.41,53.77,86.82,Finance,Regional Banks,1.02,1.19
11,AIZ,80,174.88,162.6,161.98,144.18,193.58,Finance,Multi-Line Insurance,1.9,1.18
88,CW,80,147.41,137.19,132.44,111.26,162.98,Electronic Technology,Aerospace & Defense,2.44,1.18
166,KMI,80,18.18,17.04,16.88,15.01,19.97,Industrial Services,Oil & Gas Pipelines,0.87,1.18
293,TSN,80,91.64,86.03,83.07,69.88,100.72,Consumer Non-Durables,Food: Meat/Fish/Dairy,0.94,1.18
124,FMC,79,126.02,109.59,106.63,87.27,140.99,Process Industries,Chemicals: Agricultural,0.11,1.16
170,L,79,62.86,58.99,57.84,51.35,67.45,Finance,Property/Casualty Insurance,2.56,1.16
38,BHF,79,52.11,51.66,50.08,40.03,62.33,Finance,Life/Health Insurance,1.89,1.16
3,ACGL,79,47.15,44.35,43.2,36.53,50.16,Finance,Multi-Line Insurance,2.13,1.17
316,WH,79,85.08,83.57,80.27,65.24,93.72,Consumer Services,Hotels/Resorts/Cruise lines,0.8,1.16
56,CERN,79,92.93,83.83,82.24,69.08,93.87,Technology Services,Information Technology Services,-0.04,1.17
103,EIX,78,66.09,63.5,61.65,54.14,73.07,Utilities,Electric Utilities,1.31,1.15
247,QCRH,78,56.37,55.69,54.0,44.75,62.34,Finance,Regional Banks,1.92,1.15
306,VIVO,78,25.98,21.8,21.33,17.0,28.72,Health Technology,Biotechnology,0.91,1.15
300,UNM,78,29.75,26.82,26.64,22.25,34.03,Finance,Life/Health Insurance,1.02,1.15
198,MO,78,52.25,48.44,47.99,42.53,55.6,Consumer Non-Durables,Tobacco,0.27,1.15
156,INSW,78,17.87,16.71,16.67,13.05,21.75,Transportation,Marine Shipping,1.64,1.15
328,Y,77,745.04,689.86,684.15,585.1,862.87,Finance,Property/Casualty Insurance,-0.03,1.14
29,ATO,77,114.01,101.87,100.59,85.8,122.96,Utilities,Gas Distributors,1.72,1.14
100,DNOW,77,10.28,9.18,8.95,6.83,11.87,Distribution Services,Wholesale Distributors,0.61,1.14
136,GWW,77,494.3,477.27,467.02,391.16,529.91,Distribution Services,Wholesale Distributors,0.7,1.14
55,CEQP,76,30.1,28.18,27.68,23.57,33.94,Industrial Services,Oil & Gas Pipelines,2.99,1.13
265,SFM,76,31.21,27.55,26.82,21.18,35.34,Retail Trade,Food Retail,-0.31,1.13
94,DAR,76,74.44,72.02,71.87,58.7,86.52,Process Industries,Agricultural Commodities/Milling,4.1,1.13
137,H,76,94.6,88.94,85.41,67.7,108.1,Consumer Services,Hotels/Resorts/Cruise lines,-0.62,1.13
63,CLBK,76,21.64,20.31,19.7,16.34,22.71,Finance,Savings Banks,0.46,1.13
176,LMT,76,433.59,377.39,372.3,324.23,479.99,Electronic Technology,Aerospace & Defense,-1.31,1.13
105,ENVA,75,39.04,38.52,36.99,30.04,47.88,Finance,Finance/Rental/Leasing,-0.43,1.12
60,CHKP,75,138.18,124.19,124.01,107.85,149.62,Technology Services,Internet Software/Services,-0.6,1.12
147,HPQ,75,36.79,34.25,32.76,26.11,41.47,Electronic Technology,Computer Processing Hardware,1.78,1.12
238,PBFX,75,13.88,12.82,12.64,10.65,16.7,Industrial Services,Oilfield Services/Equipment,3.48,1.12
98,DK,75,20.09,18.31,17.93,13.48,26.09,Energy Minerals,Oil Refining/Marketing,-1.17,1.12
220,NTCT,75,31.69,30.69,29.98,24.82,34.87,Technology Services,Information Technology Services,1.83,1.12
277,STE,75,236.63,229.96,225.75,188.1,255.93,Health Technology,Medical Specialties,2.25,1.12
77,CR,74,104.35,100.99,99.62,84.68,114.87,Producer Manufacturing,Miscellaneous Manufacturing,3.02,1.11
107,EPAY,74,56.67,51.18,48.51,36.05,56.92,Technology Services,Packaged Software,-0.04,1.11
305,VIRT,74,35.6,30.05,28.77,23.19,38.63,Finance,Investment Banks/Brokers,0.14,1.11
189,MET,74,68.78,64.93,63.42,55.21,73.09,Finance,Life/Health Insurance,0.84,1.11
205,MTB,74,174.44,161.78,154.96,128.46,186.95,Finance,Regional Banks,8.82,1.11
143,HGV,74,50.5,49.93,47.76,36.95,56.33,Finance,Real Estate Development,1.3,1.11
68,CNMD,73,143.43,140.16,137.6,117.62,159.11,Health Technology,Medical Specialties,2.94,1.1
97,DINO,73,36.14,34.62,33.45,27.17,40.95,Energy Minerals,Oil Refining/Marketing,1.32,1.1
96,DE,73,398.59,368.37,366.69,320.5,446.76,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.1,1.1
5,ACM,73,74.85,71.45,69.4,58.36,79.97,Industrial Services,Engineering & Construction,-0.37,1.1
149,HRL,73,50.07,46.2,45.91,40.48,54.7,Consumer Non-Durables,Food: Meat/Fish/Dairy,1.77,1.1
30,ATSG,73,30.65,27.97,27.29,21.42,34.54,Transportation,Airlines,-1.71,1.1
309,VRNT,71,51.13,49.52,47.93,41.46,56.39,Technology Services,Information Technology Services,0.09,1.09
197,MNTK,71,10.71,10.68,9.99,6.15,14.0,Utilities,Electric Utilities,-2.23,1.09
289,TRN,71,31.72,29.56,29.0,24.7,35.35,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.15,1.09
152,HWM,70,35.02,32.61,32.5,27.41,37.66,Electronic Technology,Aerospace & Defense,0.55,1.08
134,GOLD,70,23.71,20.37,20.26,17.27,26.07,Non-Energy Minerals,Precious Metals,0.96,1.08
174,LKFN,70,77.55,75.83,72.94,56.06,85.71,Finance,Regional Banks,2.15,1.08
193,MKC,70,98.9,91.29,89.71,77.85,107.35,Consumer Non-Durables,Food: Specialty/Candy,2.43,1.08
226,OFG,70,27.0,26.39,25.41,19.78,30.93,Finance,Major Banks,2.0,1.08
239,PCRX,70,71.37,61.87,60.83,45.05,82.16,Health Technology,Pharmaceuticals: Major,1.74,1.08
259,SA,70,18.26,17.57,17.56,14.85,22.22,Non-Energy Minerals,Precious Metals,1.27,1.08
